house_id,sale_date,num_bedrooms,num_bathrooms,living_area,lot_area,num_floors,is_waterfront,view_rating,condition_index,construction_grade,above_area,basement_area,built_year,renovated_year,zip_area,latitude,longitude,neighbor_living_area,neighbor_lot_area,target_price
8902000050,20141027T000000,3,1.75,1720.0,7200.0,1.0,0,0.0,3,7,1420.0,300.0,1959,0.0,98125,47.7062,-122.304,1380,8000,622200.0
4325700085,20150325T000000,3,1.0,1310.0,8514.0,1.0,0,0.0,4,7,1310.0,0.0,1953,0.0,98133,47.7502,-122.353,1310,8514,417000.0
7732410420,20140617T000000,3,2.5,2590.0,7720.0,2.0,0,0.0,3,9,2590.0,0.0,1988,0.0,98007,47.659,-122.146,2600,9490,809000.0
4039701280,20150408T000000,3,2.25,2440.0,9689.0,1.0,0,2.0,4,8,1830.0,610.0,1974,0.0,98008,47.6141,-122.111,2730,9689,954500.0
5379805120,20150424T000000,2,1.0,740.0,7380.0,1.0,0,0.0,4,6,740.0,0.0,1951,0.0,98188,47.4481,-122.278,1500,10075,213000.0
8019200823,20150209T000000,4,1.5,1810.0,9000.0,1.5,0,0.0,3,7,1810.0,0.0,1960,0.0,98168,47.4911,-122.322,1520,9780,259000.0
1180007005,20140625T000000,3,1.5,1150.0,8450.0,1.0,0,0.0,4,6,1150.0,0.0,1951,0.0,98178,47.4927,-122.224,1160,6800,265950.0
2771603610,20150423T000000,3,2.0,1550.0,4000.0,1.0,0,0.0,3,7,940.0,610.0,1955,,98199,47.6379,-122.387,1880,4000,545000.0
2770601775,20141128T000000,3,2.5,1230.0,922.0,2.0,0,0.0,3,8,1080.0,150.0,2009,0.0,98199,47.6518,-122.384,1230,1237,399950.0
6163901283,20150130T000000,4,1.5,1890.0,7540.0,1.0,0,0.0,4,7,1890.0,0.0,1967,0.0,98155,47.7534,-122.318,1890,8515,330000.0
7302000210,20141107T000000,3,1.5,2710.0,47419.0,1.5,0,0.0,3,7,2170.0,540.0,1980,0.0,98053,47.6522,-121.966,2130,48144,442500.0
4139440460,20141118T000000,4,2.5,2660.0,8469.0,2.0,0,0.0,3,10,2660.0,0.0,1994,0.0,98006,47.5529,-122.12,2920,10697,751305.0
7973202225,20150106T000000,4,1.0,1310.0,8640.0,1.0,0,0.0,3,6,910.0,400.0,1948,0.0,98146,47.5104,-122.342,1310,8640,154200.0
6752600130,20150413T000000,4,2.5,2370.0,7274.0,2.0,0,0.0,3,7,2370.0,0.0,1997,0.0,98031,47.3982,-122.171,2090,7656,351000.0
323059146,20150417T000000,3,1.0,1410.0,18600.0,1.0,0,0.0,5,7,1410.0,0.0,1960,0.0,98059,47.5031,-122.152,1610,24941,343000.0
8691300500,20141028T000000,4,2.5,2880.0,12349.0,2.0,0,0.0,3,10,2880.0,0.0,1996,,98075,47.5879,-121.973,3490,11539,710000.0
2622059197,20141210T000000,4,2.5,2420.0,8404.0,2.0,0,0.0,3,8,2420.0,0.0,2013,0.0,98042,47.372,-122.13,2440,4822,365000.0
3797000035,20140521T000000,3,1.0,1150.0,3000.0,1.0,0,0.0,5,6,1150.0,0.0,1906,0.0,98103,47.6867,-122.345,1460,3200,430000.0
8043700300,20140608T000000,4,3.25,4420.0,7850.0,2.0,1,4.0,3,11,3150.0,,2001,0.0,98008,47.572,-122.102,2760,8525,2700000.0
5416510110,20140605T000000,4,2.5,1910.0,5000.0,2.0,0,0.0,3,7,1910.0,0.0,2005,0.0,98038,47.3608,-122.036,2020,5000,297500.0
8946410040,20140923T000000,4,2.75,2290.0,5249.0,2.0,0,0.0,3,7,2290.0,0.0,2003,0.0,98059,47.4916,-122.162,2270,4348,430000.0
7327902612,20150513T000000,2,1.0,930.0,4000.0,1.0,0,0.0,3,6,730.0,200.0,1943,0.0,98108,47.5321,-122.323,1100,5000,269500.0
2112700185,20150325T000000,3,2.5,3110.0,6000.0,1.0,0,2.0,3,8,1560.0,1550.0,1967,0.0,98106,47.5331,-122.353,2060,6000,435000.0
9828700200,20140505T000000,4,3.0,2170.0,4000.0,2.0,0,0.0,4,9,1610.0,560.0,1982,2011.0,98112,47.6196,-122.292,1670,4000,831000.0
2558700220,20140721T000000,4,2.75,2100.0,7350.0,1.0,0,0.0,5,7,1240.0,860.0,1978,0.0,'98034',47.7194,-122.172,2490,7350,503000.0
3550800040,20141114T000000,3,1.0,940.0,7980.0,1.0,0,0.0,3,6,940.0,0.0,1961,0.0,98146,47.5107,-122.345,1050,7980,223000.0
1862000010,20140828T000000,4,2.5,3400.0,35062.0,2.0,0,0.0,4,11,3400.0,0.0,1988,,98052,47.7168,-122.113,2880,9705,915000.0
5393600562,20140522T000000,2,2.5,1520.0,1588.0,2.0,0,0.0,3,8,1240.0,280.0,2007,0.0,98144,47.5825,-122.313,1660,6000,430000.0
2916200138,20150202T000000,3,2.0,1260.0,7560.0,2.0,0,0.0,'5',6,1260.0,0.0,1943,0.0,98133,47.7225,-122.351,1260,7595,375000.0
7234601541,20140728T000000,3,3.0,2260.0,1834.0,2.0,0,0.0,3,8,1660.0,600.0,2002,0.0,98122,47.6111,-122.308,2260,1834,651000.0
3096000040,20150430T000000,5,1.75,2360.0,6150.0,1.0,0,0.0,5,7,1180.0,1180.0,1940,0.0,98107,47.6732,-122.4,2100,5500,871000.0
2473002650,20150512T000000,4,2.5,2400.0,11640.0,1.0,0,0.0,5,8,1800.0,600.0,1968,0.0,98058,47.4485,-122.139,2440,10823,495000.0
3709600190,20140715T000000,4,2.5,2130.0,4750.0,2.0,0,0.0,3,8,2130.0,0.0,2009,0.0,98058,47.4324,-122.184,2130,4071,370000.0
1105000373,20150506T000000,2,1.5,1110.0,986.0,2.0,0,0.0,3,'7',950.0,160.0,2009,0.0,98118,47.5427,-122.272,1110,3515,252500.0
626710220,20140813T000000,3,2.5,2160.0,35912.0,2.0,0,0.0,3,8,2160.0,0.0,1982,0.0,98077,47.7273,-122.083,2230,35244,475000.0
9521100866,20140618T000000,3,3.25,1380.0,1120.0,3.0,0,0.0,3,8,1380.0,0.0,2008,0.0,98103,47.6617,-122.349,1310,1405,482000.0
321049127,20141028T000000,3,2.25,1820.0,19602.0,1.0,0,0.0,'4',7,1820.0,0.0,1964,0.0,98001,47.331,-122.286,1520,8773,277500.0
823069074,20141223T000000,4,2.5,2660.0,65340.0,2.0,0,0.0,3,8,2660.0,0.0,1988,0.0, 98027 ,47.4969,-122.06,2850,74052,523000.0
6762700515,20150421T000000,3,2.5,2570.0,5000.0,2.0,0,0.0,3,11,2570.0,0.0,1984,0.0,98102,47.6295,-122.32,1570,5000,1475000.0
1370802540,20150108T000000,2,2.5,2378.6031788232367,4285.832549701132,1.0,0,1.0,4,8,1604.6967017359573,721.1962336197687,1936,0.0,98199,47.6481800302492,-122.39067302392452,2520,5303,874670.7368656907
2597531110,20140909T000000,4,2.5,2750.0,10159.0,2.0,0,0.0,3,10,2750.0,0.0,1991,0.0,98006,47.5426,-122.135,3160,10159,812500.0
2521059060,20150501T000000,3,2.25,2840.0,107157.0,2.0,0,0.0,4,9,2840.0,0.0,1983,,98092,47.2848,-122.118,2600,215622,490000.0
726059485,20141117T000000,3,2.5,2180.0,4533.0,2.0,0,,3,7,2180.0,0.0,2010,0.0,98011,47.754,-122.215,2180,7347,496000.0
6181400470,20150127T000000,4,2.5,2130.0,4496.0,2.0,0,0.0,3,7,2130.0,,2004,'0.0',98001,47.3041,-122.28,3220,5400,215000.0
2968800626,20140822T000000,4,2.0,1770.0,8890.0,1.0,0,,5,6,1770.0,0.0,1949,0.0,98166,47.4589,-122.353,1010,7620,355000.0
2126059294,20150105T000000,4,4.5,3720.0,7746.0,2.0,0,0.0,3,10,3720.0,0.0,2014,0.0,98034,47.7323,-122.165,3080,11067,960000.0
3448740190,20140709T000000,4,2.5,2550.0,5200.0,2.0,0,,3, 7 ,2550.0,0.0,2009,0.0,98059,47.4919,-122.153,2550,4660,435000.0
9285800180,20140626T000000,4,3.5,2871.606801323119,5916.799598895778,2.0,0,2.0,3,8,2466.2184672542703,952.136234964098,2008,0.0,98126,47.5719688605538,-122.3919084176985,1820,5000,901076.914351498
1105000296,20141229T000000,2,1.0,720.0,5913.0,1.0,0,0.0,3,6,720.0,0.0,1920,0.0,98118,47.5447,-122.27,1560,6600,230000.0
7399300120,20140502T000000,4,2.0,1480.0,8625.0,1.0,0,0.0,4,7,1480.0,,1974,0.0,98055,47.462,-122.193,2130,8502,260000.0
1887000100,20140814T000000,5,1.75,2460.0,14100.0,1.0,0,0.0,3,7,1380.0,1080.0,1972,0.0,98028,47.7452,-122.224,2028,11078,485000.0
4053200926,20141205T000000,4,2.75,2700.0,49428.0,1.0,0,,4,9,2700.0,0.0,1988,0.0,98042,47.3168,-122.079,2728,85905,357000.0
7974700112,20140714T000000,4,2.5,2530.0,6500.0,1.5,0,0.0,3,8,1720.0,810.0,1975,0.0,98115,47.6737,-122.284,2150,5280,650000.0
524069101,20140723T000000,4,2.0,3380.0,90968.0,1.0,0,0.0,4,9,1690.0,1690.0,1979,0.0,98075,47.5936,-122.077,3380,42740,850000.0
3391500050,20140703T000000,4,3.25,4556.640489847414,1672.559424228995,2.0,0,0.0,3,10,3540.382806663671,0.0,2006,0.0,98004,47.62285688717007,-122.21016736342156,1780,9999,1878078.778425256
6840701610,20140701T000000,2,2.5,1050.0,1029.0,2.0,0,,3,8,950.0,100.0,2007,0.0,98122,47.6018,-122.299,1350,3600,332888.0
3574801510,20140813T000000,3,1.75,1780.0,7567.0,1.0,0,0.0,3,7,1290.0,490.0,1980,0.0,98034,47.7314,-122.225,1910,8645,442573.0
824059265,20141001T000000,3,1.75,1640.0,10464.0,1.0,0,2.0,4,8,1640.0,0.0,1968,0.0,98004,47.5873,-122.205,2630,18872,1155000.0
7972600676,20141104T000000,3,1.75,1690.0,5080.0,1.0,0,,3,7,1190.0,500.0,1976,0.0,98106,47.5312,-122.348,1300,5080,349000.0
3905120610,20140625T000000,4,2.5,2070.0,5415.0,2.0,0,0.0,3,8,2070.0,0.0,1996,0.0,98029,47.5706,-122.006,2120,5331,578000.0
7787100390,20150420T000000,3,2.5,2040.0,7605.0,2.0,0,0.0,3,8,2040.0,0.0,1996,0.0,98045,47.4876,-121.779,2150,7545,440000.0
622100074,20141110T000000,3,2.75,2440.0,76531.0,1.0,0,0.0,3,10,1640.0,800.0,1980,0.0,98072,47.7672,-122.161,1890,10042,720000.0
3226049134,20140902T000000,2,1.0,800.0,4533.0,1.0,0,0.0,3,6,600.0,200.0,1929,0.0,98115,47.6979,-122.325,1720,6800,330000.0
7515000143,20140805T000000,3,2.25,1360.0,1041.0,2.0,0,0.0,3,8,1094.0,266.0,2006,0.0,98117,47.6925,-122.375,1522,1382,399950.0
9269750460,20140519T000000,3,2.25,1580.0,7941.0,2.0,0,0.0,4,7,1580.0,0.0,1986,0.0,98023,47.2843,-122.357,1730,8051,247000.0
9264030040,20150430T000000,3,2.5,2650.0,12247.0,2.0,0,0.0,3,9,2650.0,0.0,2002,0.0,98001,47.3185,-122.259,2920,8965,425000.0
5001700040,20150327T000000,3,1.75,1590.0,7810.0,1.0,0,0.0,4,7,1590.0,0.0,1959,0.0,98002,47.2932,-122.22,1470,7810,255000.0
7229900925,20141010T000000,3,1.75,2700.0,18246.0,1.0,0,0.0,4,7,1510.0,1190.0,1967,0.0,98059,47.4817,-122.097,1620,16986,381000.0
9151600055,20140709T000000,4,2.75,2700.0,6000.0,2.0,0,0.0,4,8,2100.0,600.0,1910,0.0,98116,47.586,-122.383,2050,5400,749000.0
7214710300,20140716T000000,4,2.5,2360.0,43088.0,2.0,0,,3,8,2360.0,0.0,1977,0.0,98077,47.7661,-122.071,2850,39216,542126.0
